"id","pred"
"2013_1308_1433",0.21
"2013_1308_1434",0.482
"2013_1308_1437",0.504
"2013_1308_1443",0.442
"2013_1308_1455",0.268
"2013_1308_1458",0.464
"2013_1314_1322",0.774
"2013_1314_1323",0.6
"2013_1314_1326",0.446
"2013_1314_1328",0.676
"2013_1314_1329",0.604
"2013_1314_1332",0.634
"2013_1314_1334",0.69
"2013_1314_1338",0.592
"2013_1314_1355",0.608
"2013_1314_1361",0.69
"2013_1314_1380",0.702
"2013_1314_1387",0.512
"2013_1314_1388",0.55
"2013_1314_1393",0.484
"2013_1314_1396",0.64
"2013_1314_1417",0.67
"2013_1314_1424",0.642
"2013_1314_1433",0.488
"2013_1314_1434",0.732
"2013_1314_1437",0.86
"2013_1314_1443",0.79
"2013_1314_1455",0.522
"2013_1314_1458",0.724
"2013_1322_1323",0.406
"2013_1322_1326",0.0600000000000001
"2013_1322_1328",0.35
"2013_1322_1329",0.28
"2013_1322_1332",0.276
"2013_1322_1334",0.354
"2013_1322_1338",0.266
"2013_1322_1355",0.38
"2013_1322_1361",0.45
"2013_1322_1380",0.392
"2013_1322_1387",0.086
"2013_1322_1388",0.188
"2013_1322_1393",0.106
"2013_1322_1396",0.334
"2013_1322_1417",0.498
"2013_1322_1424",0.244
"2013_1322_1433",0.15
"2013_1322_1434",0.42
"2013_1322_1437",0.432
"2013_1322_1443",0.382
"2013_1322_1455",0.17
"2013_1322_1458",0.438
"2013_1323_1326",0.53
"2013_1323_1328",0.616
"2013_1323_1329",0.65
"2013_1323_1332",0.61
"2013_1323_1334",0.66
"2013_1323_1338",0.566
"2013_1323_1355",0.648
"2013_1323_1361",0.664
"2013_1323_1380",0.662
"2013_1323_1387",0.6
"2013_1323_1388",0.562
"2013_1323_1393",0.484
"2013_1323_1396",0.636
"2013_1323_1417",0.688
"2013_1323_1424",0.644
"2013_1323_1433",0.56
"2013_1323_1434",0.72
"2013_1323_1437",0.696
"2013_1323_1443",0.664
"2013_1323_1455",0.504
"2013_1323_1458",0.696
"2013_1326_1328",0.736
"2013_1326_1329",0.804
"2013_1326_1332",0.862
"2013_1326_1334",0.782
"2013_1326_1338",0.77
"2013_1326_1355",0.76
"2013_1326_1361",0.756
"2013_1326_1380",0.8
"2013_1326_1387",0.788
"2013_1326_1388",0.746
"2013_1326_1393",0.766
"2013_1326_1396",0.77
"2013_1326_1417",0.76
"2013_1326_1424",0.852
"2013_1326_1433",0.726
"2013_1326_1434",0.824
"2013_1326_1437",0.844
"2013_1326_1443",0.846
"2013_1326_1455",0.8
"2013_1326_1458",0.772
"2013_1328_1329",0.27
"2013_1328_1332",0.266
"2013_1328_1334",0.324
"2013_1328_1338",0.32
"2013_1328_1355",0.334
"2013_1328_1361",0.17
"2013_1328_1380",0.292
"2013_1328_1387",0.202
"2013_1328_1388",0.354
"2013_1328_1393",0.112
"2013_1328_1396",0.224
"2013_1328_1417",0.384
"2013_1328_1424",0.282
"2013_1328_1433",0.234
"2013_1328_1434",0.518
"2013_1328_1437",0.43
"2013_1328_1443",0.358
"2013_1328_1455",0.2
"2013_1328_1458",0.386
"2013_1329_1332",0.378
"2013_1329_1334",0.416
"2013_1329_1338",0.352
"2013_1329_1355",0.446
"2013_1329_1361",0.44
"2013_1329_1380",0.416
"2013_1329_1387",0.438
"2013_1329_1388",0.454
"2013_1329_1393",0.242
"2013_1329_1396",0.422
"2013_1329_1417",0.526
"2013_1329_1424",0.41
"2013_1329_1433",0.426
"2013_1329_1434",0.576
"2013_1329_1437",0.462
"2013_1329_1443",0.392
"2013_1329_1455",0.284
"2013_1329_1458",0.472
"2013_1332_1334",0.472
"2013_1332_1338",0.356
"2013_1332_1355",0.514
"2013_1332_1361",0.592
"2013_1332_1380",0.522
"2013_1332_1387",0.26
"2013_1332_1388",0.322
"2013_1332_1393",0.182
"2013_1332_1396",0.53
"2013_1332_1417",0.624
"2013_1332_1424",0.408
"2013_1332_1433",0.28
"2013_1332_1434",0.56
"2013_1332_1437",0.582
"2013_1332_1443",0.542
"2013_1332_1455",0.294
"2013_1332_1458",0.544
"2013_1334_1338",0.3
"2013_1334_1355",0.382
"2013_1334_1361",0.354
"2013_1334_1380",0.338
"2013_1334_1387",0.166
"2013_1334_1388",0.292
"2013_1334_1393",0.124
"2013_1334_1396",0.318
"2013_1334_1417",0.472
"2013_1334_1424",0.25
"2013_1334_1433",0.196
"2013_1334_1434",0.454
"2013_1334_1437",0.36
"2013_1334_1443",0.316
"2013_1334_1455",0.192
"2013_1334_1458",0.43
"2013_1338_1355",0.522
"2013_1338_1361",0.562
"2013_1338_1380",0.494
"2013_1338_1387",0.39
"2013_1338_1388",0.366
"2013_1338_1393",0.242
"2013_1338_1396",0.478
"2013_1338_1417",0.598
"2013_1338_1424",0.386
"2013_1338_1433",0.414
"2013_1338_1434",0.542
"2013_1338_1437",0.52
"2013_1338_1443",0.48
"2013_1338_1455",0.138
"2013_1338_1458",0.578
"2013_1355_1361",0.48
"2013_1355_1380",0.502
"2013_1355_1387",0.248
"2013_1355_1388",0.348
"2013_1355_1393",0.196
"2013_1355_1396",0.464
"2013_1355_1417",0.56
"2013_1355_1424",0.33
"2013_1355_1433",0.326
"2013_1355_1434",0.544
"2013_1355_1437",0.502
"2013_1355_1443",0.466
"2013_1355_1455",0.198
"2013_1355_1458",0.526
"2013_1361_1380",0.356
"2013_1361_1387",0.332
"2013_1361_1388",0.422
"2013_1361_1393",0.234
"2013_1361_1396",0.304
"2013_1361_1417",0.442
"2013_1361_1424",0.362
"2013_1361_1433",0.326
"2013_1361_1434",0.536
"2013_1361_1437",0.478
"2013_1361_1443",0.418
"2013_1361_1455",0.274
"2013_1361_1458",0.464
"2013_1380_1387",0.18
"2013_1380_1388",0.32
"2013_1380_1393",0.162
"2013_1380_1396",0.378
"2013_1380_1417",0.532
"2013_1380_1424",0.286
"2013_1380_1433",0.246
"2013_1380_1434",0.51
"2013_1380_1437",0.432
"2013_1380_1443",0.368
"2013_1380_1455",0.234
"2013_1380_1458",0.466
"2013_1387_1388",0.652
"2013_1387_1393",0.688
"2013_1387_1396",0.738
"2013_1387_1417",0.712
"2013_1387_1424",0.77
"2013_1387_1433",0.648
"2013_1387_1434",0.752
"2013_1387_1437",0.756
"2013_1387_1443",0.774
"2013_1387_1455",0.722
"2013_1387_1458",0.716
"2013_1388_1393",0.448
"2013_1388_1396",0.584
"2013_1388_1417",0.598
"2013_1388_1424",0.548
"2013_1388_1433",0.336
"2013_1388_1434",0.566
"2013_1388_1437",0.642
"2013_1388_1443",0.616
"2013_1388_1455",0.46
"2013_1388_1458",0.566
"2013_1393_1396",0.492
"2013_1393_1417",0.6
"2013_1393_1424",0.456
"2013_1393_1433",0.504
"2013_1393_1434",0.632
"2013_1393_1437",0.532
"2013_1393_1443",0.47
"2013_1393_1455",0.346
"2013_1393_1458",0.534
"2013_1396_1417",0.61
"2013_1396_1424",0.48
"2013_1396_1433",0.364
"2013_1396_1434",0.656
"2013_1396_1437",0.694
"2013_1396_1443",0.63
"2013_1396_1455",0.36
"2013_1396_1458",0.622
"2013_1417_1424",0.664
"2013_1417_1433",0.57
"2013_1417_1434",0.726
"2013_1417_1437",0.776
"2013_1417_1443",0.726
"2013_1417_1455",0.566
"2013_1417_1458",0.698
"2013_1424_1433",0.47
"2013_1424_1434",0.708
"2013_1424_1437",0.578
"2013_1424_1443",0.564
"2013_1424_1455",0.416
"2013_1424_1458",0.534
"2013_1433_1434",0.774
"2013_1433_1437",0.792
"2013_1433_1443",0.772
"2013_1433_1455",0.734
"2013_1433_1458",0.81
"2013_1434_1437",0.512
"2013_1434_1443",0.47
"2013_1434_1455",0.332
"2013_1434_1458",0.462
"2013_1437_1443",0.39
"2013_1437_1455",0.376
"2013_1437_1458",0.534
"2013_1443_1455",0.304
"2013_1443_1458",0.508
"2013_1455_1458",0.6
"2016_1112_1114",0.526
"2016_1112_1122",0.54
"2016_1112_1124",0.49
"2016_1112_1138",0.522
"2016_1112_1139",0.61
"2016_1112_1143",0.512
"2016_1112_1151",0.572
"2016_1112_1153",0.53
"2016_1112_1160",0.618
"2016_1112_1163",0.6
"2016_1112_1167",0.58
"2016_1112_1173",0.598
"2016_1112_1181",0.544
"2016_1112_1192",0.546
"2016_1112_1195",0.49
"2016_1112_1201",0.612
"2016_1112_1211",0.596
"2016_1112_1214",0.592
"2016_1112_1218",0.556
"2016_1112_1221",0.604
"2016_1112_1231",0.446
"2016_1112_1233",0.662
"2016_1112_1234",0.652
"2016_1112_1235",0.528
"2016_1112_1242",0.45
"2016_1112_1246",0.508
"2016_1112_1268",0.51
"2016_1112_1274",0.48
"2016_1112_1276",0.628
"2016_1112_1277",0.418
"2016_1112_1292",0.534
"2016_1112_1314",0.274
"2016_1112_1320",0.642
"2016_1112_1323",0.602
"2016_1112_1328",0.46
"2016_1112_1332",0.488
"2016_1112_1333",0.576
"2016_1112_1338",0.496
"2016_1112_1344",0.648
"2016_1112_1345",0.536
"2016_1112_1355",0.61
"2016_1112_1371",0.602
"2016_1112_1372",0.69
"2016_1112_1380",0.614
"2016_1112_1386",0.606
"2016_1112_1392",0.692
"2016_1112_1393",0.442
"2016_1112_1396",0.662
"2016_1112_1400",0.674
"2016_1112_1401",0.556
"2016_1112_1403",0.606
"2016_1112_1409",0.65
"2016_1112_1421",0.598
"2016_1112_1423",0.61
"2016_1112_1425",0.718
"2016_1112_1428",0.524
"2016_1112_1433",0.608
"2016_1112_1435",0.558
"2016_1112_1437",0.302
"2016_1112_1438",0.412
"2016_1112_1451",0.578
"2016_1112_1452",0.382
"2016_1112_1453",0.656
"2016_1112_1455",0.564
"2016_1112_1458",0.676
"2016_1112_1462",0.526
"2016_1112_1463",0.484
"2016_1114_1122",0.616
"2016_1114_1124",0.642
"2016_1114_1138",0.554
"2016_1114_1139",0.568
"2016_1114_1143",0.58
"2016_1114_1151",0.592
"2016_1114_1153",0.584
"2016_1114_1160",0.626
"2016_1114_1163",0.6
"2016_1114_1167",0.622
"2016_1114_1173",0.616
"2016_1114_1181",0.51
"2016_1114_1192",0.512
"2016_1114_1195",0.484
"2016_1114_1201",0.618
"2016_1114_1211",0.57
"2016_1114_1214",0.614
"2016_1114_1218",0.65
"2016_1114_1221",0.568
"2016_1114_1231",0.506
"2016_1114_1233",0.574
"2016_1114_1234",0.55
"2016_1114_1235",0.264
"2016_1114_1242",0.428
"2016_1114_1246",0.596
"2016_1114_1268",0.548
"2016_1114_1274",0.524
"2016_1114_1276",0.464
"2016_1114_1277",0.422
"2016_1114_1292",0.564
"2016_1114_1314",0.416
"2016_1114_1320",0.53
"2016_1114_1323",0.518
"2016_1114_1328",0.446
"2016_1114_1332",0.512
"2016_1114_1333",0.542
"2016_1114_1338",0.592
"2016_1114_1344",0.594
"2016_1114_1345",0.77
"2016_1114_1355",0.658
"2016_1114_1371",0.692
"2016_1114_1372",0.632
"2016_1114_1380",0.608
"2016_1114_1386",0.534
"2016_1114_1392",0.608
"2016_1114_1393",0.476
"2016_1114_1396",0.602
"2016_1114_1400",0.632
"2016_1114_1401",0.578
"2016_1114_1403",0.552
"2016_1114_1409",0.572
"2016_1114_1421",0.576
"2016_1114_1423",0.578
"2016_1114_1425",0.6
"2016_1114_1428",0.584
"2016_1114_1433",0.572
"2016_1114_1435",0.518
"2016_1114_1437",0.29
"2016_1114_1438",0.41
"2016_1114_1451",0.584
"2016_1114_1452",0.608
"2016_1114_1453",0.576
"2016_1114_1455",0.596
"2016_1114_1458",0.59
"2016_1114_1462",0.56
"2016_1114_1463",0.62
"2016_1122_1124",0.302
"2016_1122_1138",0.404
"2016_1122_1139",0.49
"2016_1122_1143",0.342
"2016_1122_1151",0.368
"2016_1122_1153",0.346
"2016_1122_1160",0.404
"2016_1122_1163",0.448
"2016_1122_1167",0.368
"2016_1122_1173",0.42
"2016_1122_1181",0.368
"2016_1122_1192",0.514
"2016_1122_1195",0.35
"2016_1122_1201",0.518
"2016_1122_1211",0.344
"2016_1122_1214",0.306
"2016_1122_1218",0.342
"2016_1122_1221",0.592
"2016_1122_1231",0.212
"2016_1122_1233",0.518
"2016_1122_1234",0.56
"2016_1122_1235",0.42
"2016_1122_1242",0.208
"2016_1122_1246",0.248
"2016_1122_1268",0.36
"2016_1122_1274",0.21
"2016_1122_1276",0.584
"2016_1122_1277",0.164
"2016_1122_1292",0.436
"2016_1122_1314",0.182
"2016_1122_1320",0.568
"2016_1122_1323",0.482
"2016_1122_1328",0.168
"2016_1122_1332",0.144
"2016_1122_1333",0.412
"2016_1122_1338",0.35
"2016_1122_1344",0.532
"2016_1122_1345",0.282
"2016_1122_1355",0.424
"2016_1122_1371",0.416
"2016_1122_1372",0.38
"2016_1122_1380",0.582
"2016_1122_1386",0.392
"2016_1122_1392",0.348
"2016_1122_1393",0.284
"2016_1122_1396",0.572
"2016_1122_1400",0.614
"2016_1122_1401",0.276
"2016_1122_1403",0.428
"2016_1122_1409",0.582
"2016_1122_1421",0.42
"2016_1122_1423",0.376
"2016_1122_1425",0.566
"2016_1122_1428",0.296
"2016_1122_1433",0.434
"2016_1122_1435",0.504
"2016_1122_1437",0.184
"2016_1122_1438",0.26
"2016_1122_1451",0.46
"2016_1122_1452",0.22
"2016_1122_1453",0.5
"2016_1122_1455",0.366
"2016_1122_1458",0.408
"2016_1122_1462",0.212
"2016_1122_1463",0.312
"2016_1124_1138",0.388
"2016_1124_1139",0.418
"2016_1124_1143",0.41
"2016_1124_1151",0.388
"2016_1124_1153",0.334
"2016_1124_1160",0.39
"2016_1124_1163",0.364
"2016_1124_1167",0.366
"2016_1124_1173",0.444
"2016_1124_1181",0.456
"2016_1124_1192",0.424
"2016_1124_1195",0.338
"2016_1124_1201",0.466
"2016_1124_1211",0.41
"2016_1124_1214",0.354
"2016_1124_1218",0.294
"2016_1124_1221",0.556
"2016_1124_1231",0.292
"2016_1124_1233",0.432
"2016_1124_1234",0.492
"2016_1124_1235",0.488
"2016_1124_1242",0.428
"2016_1124_1246",0.364
"2016_1124_1268",0.398
"2016_1124_1274",0.398
"2016_1124_1276",0.528
"2016_1124_1277",0.396
"2016_1124_1292",0.35
"2016_1124_1314",0.294
"2016_1124_1320",0.512
"2016_1124_1323",0.426
"2016_1124_1328",0.396
"2016_1124_1332",0.326
"2016_1124_1333",0.434
"2016_1124_1338",0.308
"2016_1124_1344",0.462
"2016_1124_1345",0.386
"2016_1124_1355",0.382
"2016_1124_1371",0.42
"2016_1124_1372",0.448
"2016_1124_1380",0.55
"2016_1124_1386",0.418
"2016_1124_1392",0.382
"2016_1124_1393",0.298
"2016_1124_1396",0.512
"2016_1124_1400",0.604
"2016_1124_1401",0.44
"2016_1124_1403",0.438
"2016_1124_1409",0.578
"2016_1124_1421",0.444
"2016_1124_1423",0.384
"2016_1124_1425",0.502
"2016_1124_1428",0.424
"2016_1124_1433",0.374
"2016_1124_1435",0.406
"2016_1124_1437",0.388
"2016_1124_1438",0.408
"2016_1124_1451",0.418
"2016_1124_1452",0.256
"2016_1124_1453",0.488
"2016_1124_1455",0.356
"2016_1124_1458",0.464
"2016_1124_1462",0.422
"2016_1124_1463",0.128
"2016_1138_1139",0.426
"2016_1138_1143",0.29
"2016_1138_1151",0.354
"2016_1138_1153",0.314
"2016_1138_1160",0.342
"2016_1138_1163",0.4
"2016_1138_1167",0.338
"2016_1138_1173",0.352
"2016_1138_1181",0.324
"2016_1138_1192",0.492
"2016_1138_1195",0.306
"2016_1138_1201",0.496
"2016_1138_1211",0.31
"2016_1138_1214",0.29
"2016_1138_1218",0.328
"2016_1138_1221",0.612
"2016_1138_1231",0.22
"2016_1138_1233",0.466
"2016_1138_1234",0.516
"2016_1138_1235",0.382
"2016_1138_1242",0.198
"2016_1138_1246",0.22
"2016_1138_1268",0.336
"2016_1138_1274",0.122
"2016_1138_1276",0.566
"2016_1138_1277",0.16
"2016_1138_1292",0.384
"2016_1138_1314",0.152
"2016_1138_1320",0.552
"2016_1138_1323",0.42
"2016_1138_1328",0.11
"2016_1138_1332",0.1
"2016_1138_1333",0.378
"2016_1138_1338",0.31
"2016_1138_1344",0.474
"2016_1138_1345",0.27
"2016_1138_1355",0.392
"2016_1138_1371",0.414
"2016_1138_1372",0.398
"2016_1138_1380",0.582
"2016_1138_1386",0.348
"2016_1138_1392",0.316
"2016_1138_1393",0.264
"2016_1138_1396",0.556
"2016_1138_1400",0.628
"2016_1138_1401",0.236
"2016_1138_1403",0.366
"2016_1138_1409",0.59
"2016_1138_1421",0.39
"2016_1138_1423",0.342
"2016_1138_1425",0.552
"2016_1138_1428",0.26
"2016_1138_1433",0.402
"2016_1138_1435",0.462
"2016_1138_1437",0.146
"2016_1138_1438",0.224
"2016_1138_1451",0.458
"2016_1138_1452",0.214
"2016_1138_1453",0.49
"2016_1138_1455",0.304
"2016_1138_1458",0.376
"2016_1138_1462",0.188
"2016_1138_1463",0.318
"2016_1139_1143",0.428
"2016_1139_1151",0.534
"2016_1139_1153",0.502
"2016_1139_1160",0.644
"2016_1139_1163",0.556
"2016_1139_1167",0.602
"2016_1139_1173",0.552
"2016_1139_1181",0.448
"2016_1139_1192",0.732
"2016_1139_1195",0.642
"2016_1139_1201",0.64
"2016_1139_1211",0.386
"2016_1139_1214",0.648
"2016_1139_1218",0.522
"2016_1139_1221",0.798
"2016_1139_1231",0.404
"2016_1139_1233",0.672
"2016_1139_1234",0.64
"2016_1139_1235",0.448
"2016_1139_1242",0.354
"2016_1139_1246",0.292
"2016_1139_1268",0.462
"2016_1139_1274",0.266
"2016_1139_1276",0.66
"2016_1139_1277",0.284
"2016_1139_1292",0.538
"2016_1139_1314",0.216
"2016_1139_1320",0.668
"2016_1139_1323",0.5
"2016_1139_1328",0.206
"2016_1139_1332",0.206
"2016_1139_1333",0.752
"2016_1139_1338",0.54
"2016_1139_1344",0.682
"2016_1139_1345",0.404
"2016_1139_1355",0.552
"2016_1139_1371",0.6
"2016_1139_1372",0.668
"2016_1139_1380",0.84
"2016_1139_1386",0.412
"2016_1139_1392",0.514
"2016_1139_1393",0.586
"2016_1139_1396",0.732
"2016_1139_1400",0.868
"2016_1139_1401",0.376
"2016_1139_1403",0.83
"2016_1139_1409",0.814
"2016_1139_1421",0.742
"2016_1139_1423",0.516
"2016_1139_1425",0.796
"2016_1139_1428",0.348
"2016_1139_1433",0.572
"2016_1139_1435",0.684
"2016_1139_1437",0.204
"2016_1139_1438",0.168
"2016_1139_1451",0.618
"2016_1139_1452",0.392
"2016_1139_1453",0.806
"2016_1139_1455",0.432
"2016_1139_1458",0.776
"2016_1139_1462",0.398
"2016_1139_1463",0.506
"2016_1143_1151",0.352
"2016_1143_1153",0.34
"2016_1143_1160",0.398
"2016_1143_1163",0.358
"2016_1143_1167",0.34
"2016_1143_1173",0.356
"2016_1143_1181",0.412
"2016_1143_1192",0.448
"2016_1143_1195",0.362
"2016_1143_1201",0.444
"2016_1143_1211",0.356
"2016_1143_1214",0.396
"2016_1143_1218",0.196
"2016_1143_1221",0.54
"2016_1143_1231",0.322
"2016_1143_1233",0.47
"2016_1143_1234",0.464
"2016_1143_1235",0.43
"2016_1143_1242",0.398
"2016_1143_1246",0.326
"2016_1143_1268",0.332
"2016_1143_1274",0.31
"2016_1143_1276",0.508
"2016_1143_1277",0.37
"2016_1143_1292",0.346
"2016_1143_1314",0.28
"2016_1143_1320",0.482
"2016_1143_1323",0.392
"2016_1143_1328",0.284
"2016_1143_1332",0.294
"2016_1143_1333",0.446
"2016_1143_1338",0.372
"2016_1143_1344",0.472
"2016_1143_1345",0.366
"2016_1143_1355",0.36
"2016_1143_1371",0.364
"2016_1143_1372",0.478
"2016_1143_1380",0.544
"2016_1143_1386",0.364
"2016_1143_1392",0.412
"2016_1143_1393",0.314
"2016_1143_1396",0.52
"2016_1143_1400",0.594
"2016_1143_1401",0.382
"2016_1143_1403",0.466
"2016_1143_1409",0.57
"2016_1143_1421",0.452
"2016_1143_1423",0.358
"2016_1143_1425",0.552
"2016_1143_1428",0.354
"2016_1143_1433",0.358
"2016_1143_1435",0.418
"2016_1143_1437",0.282
"2016_1143_1438",0.306
"2016_1143_1451",0.412
"2016_1143_1452",0.282
"2016_1143_1453",0.5
"2016_1143_1455",0.312
"2016_1143_1458",0.514
"2016_1143_1462",0.414
"2016_1143_1463",0.29
"2016_1151_1153",0.532
"2016_1151_1160",0.604
"2016_1151_1163",0.526
"2016_1151_1167",0.546
"2016_1151_1173",0.538
"2016_1151_1181",0.516
"2016_1151_1192",0.476
"2016_1151_1195",0.428
"2016_1151_1201",0.618
"2016_1151_1211",0.386
"2016_1151_1214",0.52
"2016_1151_1218",0.512
"2016_1151_1221",0.58
"2016_1151_1231",0.2
"2016_1151_1233",0.548
"2016_1151_1234",0.61
"2016_1151_1235",0.42
"2016_1151_1242",0.266
"2016_1151_1246",0.434
"2016_1151_1268",0.438
"2016_1151_1274",0.392
"2016_1151_1276",0.552
"2016_1151_1277",0.232
"2016_1151_1292",0.526
"2016_1151_1314",0.28
"2016_1151_1320",0.584
"2016_1151_1323",0.554
"2016_1151_1328",0.312
"2016_1151_1332",0.364
"2016_1151_1333",0.506
"2016_1151_1338",0.468
"2016_1151_1344",0.616
"2016_1151_1345",0.406
"2016_1151_1355",0.494
"2016_1151_1371",0.582
"2016_1151_1372",0.42
"2016_1151_1380",0.576
"2016_1151_1386",0.524
"2016_1151_1392",0.408
"2016_1151_1393",0.39
"2016_1151_1396",0.61
"2016_1151_1400",0.636
"2016_1151_1401",0.44
"2016_1151_1403",0.51
"2016_1151_1409",0.584
"2016_1151_1421",0.526
"2016_1151_1423",0.474
"2016_1151_1425",0.618
"2016_1151_1428",0.486
"2016_1151_1433",0.548
"2016_1151_1435",0.496
"2016_1151_1437",0.192
"2016_1151_1438",0.318
"2016_1151_1451",0.526
"2016_1151_1452",0.51
"2016_1151_1453",0.574
"2016_1151_1455",0.518
"2016_1151_1458",0.562
"2016_1151_1462",0.376
"2016_1151_1463",0.424
"2016_1153_1160",0.47
"2016_1153_1163",0.354
"2016_1153_1167",0.412
"2016_1153_1173",0.396
"2016_1153_1181",0.376
"2016_1153_1192",0.592
"2016_1153_1195",0.484
"2016_1153_1201",0.488
"2016_1153_1211",0.322
"2016_1153_1214",0.5
"2016_1153_1218",0.35
"2016_1153_1221",0.694
"2016_1153_1231",0.352
"2016_1153_1233",0.512
"2016_1153_1234",0.47
"2016_1153_1235",0.424
"2016_1153_1242",0.342
"2016_1153_1246",0.274
"2016_1153_1268",0.392
"2016_1153_1274",0.286
"2016_1153_1276",0.572
"2016_1153_1277",0.296
"2016_1153_1292",0.384
"2016_1153_1314",0.198
"2016_1153_1320",0.572
"2016_1153_1323",0.38
"2016_1153_1328",0.194
"2016_1153_1332",0.178
"2016_1153_1333",0.562
"2016_1153_1338",0.45
"2016_1153_1344",0.478
"2016_1153_1345",0.368
"2016_1153_1355",0.416
"2016_1153_1371",0.438
"2016_1153_1372",0.532
"2016_1153_1380",0.74
"2016_1153_1386",0.21
"2016_1153_1392",0.388
"2016_1153_1393",0.436
"2016_1153_1396",0.598
"2016_1153_1400",0.764
"2016_1153_1401",0.324
"2016_1153_1403",0.584
"2016_1153_1409",0.69
"2016_1153_1421",0.552
"2016_1153_1423",0.352
"2016_1153_1425",0.63
"2016_1153_1428",0.334
"2016_1153_1433",0.356
"2016_1153_1435",0.53
"2016_1153_1437",0.226
"2016_1153_1438",0.258
"2016_1153_1451",0.504
"2016_1153_1452",0.308
"2016_1153_1453",0.616
"2016_1153_1455",0.274
"2016_1153_1458",0.578
"2016_1153_1462",0.37
"2016_1153_1463",0.42
"2016_1160_1163",0.17
"2016_1160_1167",0.3
"2016_1160_1173",0.322
"2016_1160_1181",0.344
"2016_1160_1192",0.406
"2016_1160_1195",0.296
"2016_1160_1201",0.35
"2016_1160_1211",0.272
"2016_1160_1214",0.29
"2016_1160_1218",0.236
"2016_1160_1221",0.528
"2016_1160_1231",0.262
"2016_1160_1233",0.36
"2016_1160_1234",0.362
"2016_1160_1235",0.394
"2016_1160_1242",0.278
"2016_1160_1246",0.246
"2016_1160_1268",0.338
"2016_1160_1274",0.244
"2016_1160_1276",0.464
"2016_1160_1277",0.266
"2016_1160_1292",0.25
"2016_1160_1314",0.222
"2016_1160_1320",0.456
"2016_1160_1323",0.308
"2016_1160_1328",0.208
"2016_1160_1332",0.184
"2016_1160_1333",0.342
"2016_1160_1338",0.256
"2016_1160_1344",0.296
"2016_1160_1345",0.316
"2016_1160_1355",0.286
"2016_1160_1371",0.358
"2016_1160_1372",0.414
"2016_1160_1380",0.504
"2016_1160_1386",0.254
"2016_1160_1392",0.306
"2016_1160_1393",0.218
"2016_1160_1396",0.432
"2016_1160_1400",0.548
"2016_1160_1401",0.296
"2016_1160_1403",0.338
"2016_1160_1409",0.508
"2016_1160_1421",0.336
"2016_1160_1423",0.252
"2016_1160_1425",0.43
"2016_1160_1428",0.304
"2016_1160_1433",0.23
"2016_1160_1435",0.368
"2016_1160_1437",0.226
"2016_1160_1438",0.274
"2016_1160_1451",0.41
"2016_1160_1452",0.23
"2016_1160_1453",0.41
"2016_1160_1455",0.206
"2016_1160_1458",0.346
"2016_1160_1462",0.294
"2016_1160_1463",0.236
"2016_1163_1167",0.582
"2016_1163_1173",0.524
"2016_1163_1181",0.506
"2016_1163_1192",0.618
"2016_1163_1195",0.546
"2016_1163_1201",0.648
"2016_1163_1211",0.406
"2016_1163_1214",0.598
"2016_1163_1218",0.534
"2016_1163_1221",0.694
"2016_1163_1231",0.412
"2016_1163_1233",0.608
"2016_1163_1234",0.618
"2016_1163_1235",0.424
"2016_1163_1242",0.36
"2016_1163_1246",0.432
"2016_1163_1268",0.46
"2016_1163_1274",0.378
"2016_1163_1276",0.592
"2016_1163_1277",0.34
"2016_1163_1292",0.524
"2016_1163_1314",0.318
"2016_1163_1320",0.622
"2016_1163_1323",0.504
"2016_1163_1328",0.332
"2016_1163_1332",0.36
"2016_1163_1333",0.636
"2016_1163_1338",0.51
"2016_1163_1344",0.662
"2016_1163_1345",0.478
"2016_1163_1355",0.542
"2016_1163_1371",0.58
"2016_1163_1372",0.574
"2016_1163_1380",0.744
"2016_1163_1386",0.484
"2016_1163_1392",0.508
"2016_1163_1393",0.48
"2016_1163_1396",0.73
"2016_1163_1400",0.78
"2016_1163_1401",0.488
"2016_1163_1403",0.666
"2016_1163_1409",0.726
"2016_1163_1421",0.632
"2016_1163_1423",0.556
"2016_1163_1425",0.728
"2016_1163_1428",0.458
"2016_1163_1433",0.608
"2016_1163_1435",0.578
"2016_1163_1437",0.224
"2016_1163_1438",0.288
"2016_1163_1451",0.554
"2016_1163_1452",0.48
"2016_1163_1453",0.714
"2016_1163_1455",0.488
"2016_1163_1458",0.644
"2016_1163_1462",0.448
"2016_1163_1463",0.512
"2016_1167_1173",0.308
"2016_1167_1181",0.36
"2016_1167_1192",0.466
"2016_1167_1195",0.324
"2016_1167_1201",0.488
"2016_1167_1211",0.24
"2016_1167_1214",0.306
"2016_1167_1218",0.258
"2016_1167_1221",0.6
"2016_1167_1231",0.196
"2016_1167_1233",0.468
"2016_1167_1234",0.54
"2016_1167_1235",0.398
"2016_1167_1242",0.14
"2016_1167_1246",0.23
"2016_1167_1268",0.28
"2016_1167_1274",0.186
"2016_1167_1276",0.526
"2016_1167_1277",0.116
"2016_1167_1292",0.33
"2016_1167_1314",0.168
"2016_1167_1320",0.5
"2016_1167_1323",0.412
"2016_1167_1328",0.08
"2016_1167_1332",0.124
"2016_1167_1333",0.4
"2016_1167_1338",0.306
"2016_1167_1344",0.498
"2016_1167_1345",0.216
"2016_1167_1355",0.318
"2016_1167_1371",0.308
"2016_1167_1372",0.342
"2016_1167_1380",0.55
"2016_1167_1386",0.346
"2016_1167_1392",0.302
